person_id,person_name,n_competitions,n_results,first_year,last_year,best_sec_mean,average_sec_mean,span
2015SANC11,Nicolás Sánchez,164,477,2015,2026,6.771698113207547,7.982410901467506,11
2007VALK01,Mats Valk,156,476,2007,2025,7.878697478991597,9.230420168067228,18
2016PILA03,Ryan Pilat,152,470,2016,2026,6.4866170212765955,7.603170212765957,10
2018KHAN26,Hassan Khanani,181,468,2018,2026,8.2375,9.674188034188035,8
2005AKKE01,Erik Akkersdijk,166,466,2005,2026,9.502596566523605,10.933948497854077,21
2010WUIF01,Yi-Fan Wu (吳亦凡),163,464,2010,2026,7.500905172413793,8.654073275862068,16
2012PONC02,Patrick Ponce,148,462,2012,2026,6.266385281385282,7.3457359307359305,14
2006HALC01,Michał Halczuk,171,459,2008,2023,9.631917211328977,11.027690631808278,15
2014MILL04,Chris Mills,149,458,2014,2026,6.995720524017467,8.17890829694323,12
2015MILL01,Dylan Miller,148,458,2015,2026,6.296484716157205,7.3816812227074236,11
2010ZHAO19,Eric Zhao,197,455,2010,2025,10.422087912087912,11.963582417582419,15
2008VARG01,Dániel Varga,191,453,2008,2026,11.213487858719647,12.758388520971303,18
2011FERA01,Joshua Feran,179,451,2011,2026,10.161773835920178,11.867871396895787,15
2010WANG53,Jiayu Wang (王佳宇),150,444,2010,2026,7.589954954954955,8.65445945945946,16
2015JAEH01,Konstantin Jaehne,189,444,2015,2026,11.597027027027027,13.413400900900902,11
2017RICH02,Braden Richards,167,442,2017,2026,8.144004524886878,9.593054298642533,9
2009ZHEN11,Ming Zheng (郑鸣),256,440,2009,2026,13.212272727272726,15.436931818181819,17
2013OLSZ02,Piotr Olszewski,187,439,2013,2026,9.002323462414578,10.790478359908885,13
2010DESJ01,Jules Desjardin,150,438,2010,2026,8.079474885844748,9.357808219178082,16
2017SIAU02,Max Siauw,145,429,2017,2025,6.373123543123543,7.493379953379953,8
2009ROTA01,Marco Rota,162,426,2009,2026,11.25767605633803,13.069953051643193,17
2015NICH04,AJ Nicholls,233,424,2015,2026,17.351037735849058,20.20396226415094,11
2008VIRO01,Philippe Virouleau,192,423,2008,2026,11.690780141843971,13.374822695035462,18
2008PIAU01,Anton Piau,151,420,2008,2026,9.2745,10.72745238095238,18
2014CHER05,Clément Cherblanc,169,420,2014,2026,9.175952380952381,10.737142857142858,12
2015SANC18,Josete Sánchez,150,418,2015,2026,9.674449760765551,11.273253588516747,11
2013EGDA02,Martin Vædele Egdal,158,417,2013,2026,6.568609112709832,7.772781774580336,13
2011SAKO01,Corey Sakowski,192,414,2011,2026,11.370652173913044,13.146062801932368,15
2020DWOR01,Kacper Paweł Dworak,218,414,2020,2026,11.159710144927535,13.111545893719807,6
2008SEAR01,Anthony Brooks,137,413,2008,2026,8.593825665859564,9.978329297820824,18
2013KLEI03,Livia Kleiner,166,413,2013,2026,9.016924939467312,10.516174334140436,13
2012PATE01,Antonie Paterakis,136,411,2012,2025,7.458588807785888,8.81425790754258,13
2012ELLI01,Keaton Ellis,137,409,2012,2026,7.648581907090464,8.944425427872861,14
2017AGGA01,Sameer Aggarwal,138,405,2017,2026,6.675308641975309,7.888172839506173,9
2012BUBE01,Reto Bubendorf,145,404,2012,2026,9.20730198019802,10.770470297029703,14
2013BOBE01,Krzysztof Bober,193,404,2013,2026,10.53210396039604,12.246361386138613,13
2011CAST02,Michael Andres Castillo Lemus,134,403,2011,2026,8.470074441687345,9.885732009925558,15
2010LANE02,Mitchell Lane,154,402,2010,2026,9.051567164179104,10.354925373134328,16
2013EGDA01,Daniel Vædele Egdal,158,401,2013,2026,8.057930174563591,9.332019950124687,13
2008JEWR01,Ryan Jew,198,400,2008,2026,11.406725,13.26575,18
2017TSVE02,Alexey Tsvetkov,141,399,2017,2026,7.358771929824561,8.568170426065162,9
2011HOFF02,Valentin Hoffmann,141,395,2011,2026,9.02339240506329,10.317088607594936,15
2013DICK01,Matthew Dickman,216,394,2013,2026,13.338426395939086,15.491497461928933,13
2013LANG03,Mason Langenderfer,155,392,2013,2026,9.349795918367347,10.845841836734692,13
2012BRED01,Ulrik Bredland,133,391,2012,2026,8.635780051150896,10.019156010230178,14
2017WHIT01,Derek White,157,390,2017,2026,8.694923076923077,9.972282051282052,9
2007HESS01,Rowe Hessler,128,389,2007,2025,9.0773264781491,10.36210796915167,18
2010KADD01,Abdelhak Kaddour,131,389,2010,2026,8.366323907455012,9.613727506426736,16
2012BEAH01,Ciarán Beahan,130,385,2012,2026,7.2272727272727275,8.317272727272728,14
2013MART03,Chris Martin,276,385,2013,2026,20.91033766233766,24.3767012987013,13
2012HALE01,Callum Hales-Jepp,136,383,2012,2026,9.723916449086163,11.304882506527417,14
2007POLK01,Adam Polkowski,144,382,2007,2026,10.252120418848168,11.457905759162303,19
2007POLI01,Lorenzo Vigani Poli,140,382,2007,2025,11.95547120418848,13.707120418848167,18
2012CALL01,Will Callan,137,381,2012,2026,8.56246719160105,9.925459317585302,14
2012SANT12,Rafael Rodriguez Santana,128,381,2012,2025,9.158398950131234,10.691601049868767,13
2010GARC02,Carlos Méndez García-Barroso,124,378,2010,2026,7.7749999999999995,9.033148148148149,16
2015MACK06,Zeke Mackay,135,378,2015,2026,6.915661375661375,8.075714285714286,11
2010YIDA01,Dana Yi,126,377,2010,2026,7.826949602122015,9.062387267904509,16
2012SZEL01,Tommy Szeliga,163,377,2012,2025,10.209920424403183,12.037851458885942,13
2013WARY01,Rafał Waryszak,148,375,2013,2026,9.283066666666667,11.086319999999999,13
2014NIEL03,Calvin Nielson,178,373,2014,2026,11.122171581769436,13.122788203753352,12
2015YOSH01,Yuji Yoshida,175,372,2015,2026,9.65529569892473,11.202661290322581,11
2015HAMM01,Billie Hammill,126,368,2015,2026,9.252608695652174,10.759021739130436,11
2006ARAK01,Sinpei Araki (荒木慎平),183,366,2006,2026,11.80915300546448,13.58262295081967,20
2009OLSO01,Christopher Olson,127,363,2009,2025,8.915619834710743,10.35922865013774,16
2007OEYM01,Maria Oey,241,361,2007,2026,22.76706371191136,26.95736842105263,19
2012CHON03,Chao-Che Chung (鍾肇哲),138,361,2012,2026,9.045013850415513,10.664792243767312,14
2014LAFO01,Anthony Lafourcade,132,360,2014,2026,9.101722222222222,10.42175,12
2013OWCZ01,Bartłomiej Owczarek,126,358,2013,2026,8.207569832402234,9.277122905027934,13
2019WANY36,Yiheng Wang (王艺衡),113,358,2019,2026,4.421648044692738,5.110474860335195,7
2012LEWI01,Phillip Lewicki,119,357,2012,2026,7.40047619047619,8.641932773109243,14
2014KARN02,Daniel Karnaukh,119,356,2014,2026,7.6755898876404505,9.022977528089887,12
2005ZOLN01,Tomasz Żołnowski,119,355,2005,2025,9.876478873239437,11.091971830985916,20
2013PAPA01,Ioannis Papadopoulos,173,355,2013,2026,13.912647887323944,16.143492957746478,13
2016SATO01,Caio Hideaki Sato,132,355,2016,2026,6.635802816901409,7.718591549295774,10
2014STIN01,Jared Stinson,123,353,2014,2026,8.650594900849859,10.151614730878187,12
2013GERT01,Nicolas Gertner Kilian,120,352,2013,2026,7.688948863636364,9.105284090909091,13
2008YOUN02,Michael Young,159,349,2008,2026,10.875358166189113,12.629799426934097,18
2016GOTT01,Benjamin Gottschalk,131,347,2016,2026,9.212132564841498,10.674697406340057,10
2014ZYCH01,Jan Zych,121,345,2014,2026,8.154666666666667,9.42423188405797,12
2008MORE02,Hippolyte Moreau,137,344,2008,2026,10.73470930232558,12.411802325581395,18
2009YAUR01,Robert Yau,114,344,2009,2025,8.453953488372093,9.852093023255813,16
2012MCNE01,Jayden McNeill,113,344,2012,2026,7.742441860465116,9.01375,14
2023ASTR01,Filip Åström,194,340,2023,2026,12.918764705882353,15.111558823529412,3
2012REYE04,Niño Francis S. Reyes,203,339,2012,2026,12.267109144542774,14.187787610619468,14
2006CORR01,Devin Corr-Robinett,168,338,2006,2025,12.895976331360947,14.924467455621302,19
2012PANJ02,Jack Pan (潘杰康),128,337,2012,2026,8.663442136498515,10.01433234421365,14
2009DIEC01,Cornelius Dieckmann,108,336,2009,2025,7.6693452380952385,8.92592261904762,16
2015CHEA01,Andrey Che,111,335,2015,2026,6.646805970149253,7.765522388059701,11
2018DUBI01,Łukasz Dubicki,146,333,2018,2026,9.545585585585584,11.121501501501502,8
2018KUZM02,Olaf Kuźmiński,110,333,2018,2026,6.406996996996997,7.5589789789789785,8
2015WINT02,Steven Wintringham,166,331,2015,2026,11.436767371601208,13.56858006042296,11
2012TERE01,Ilya Tsiareshka,129,330,2012,2021,11.044484848484847,12.667969696969697,9
2009YINM01,Mulun Yin (阴目仑),113,329,2009,2026,7.66370820668693,8.955045592705167,17
2015MOHA10,Varun Mohanraj,115,329,2015,2025,7.266808510638299,8.513890577507599,10
2015EWER01,Helmer Ewert,127,326,2015,2026,8.086073619631902,9.428404907975459,11
2011ALVI01,Wilson Alvis (陈智胜),124,325,2011,2026,8.862738461538461,10.192307692307692,15
2013GERH01,Kevin Gerhardt,100,323,2013,2026,6.6528173374613,7.847244582043343,13
2011RIGG03,Natán Riggenbach,132,322,2011,2026,15.011583850931679,17.678105590062113,15
2012GOOD02,Callum James Goodyear,151,322,2012,2024,12.793105590062112,14.89723602484472,12
2014BAIR01,Ray Bai,103,322,2014,2026,7.498291925465838,8.713944099378882,12
2015DEGL01,Lucas Déglise,105,322,2015,2026,7.719534161490683,8.87782608695652,11
2014GARC27,Arthur Garcin,134,321,2014,2026,10.584423676012461,12.34417445482866,12
2016CHAP04,Stanley Chapel,107,321,2016,2026,7.538068535825545,8.78626168224299,10
2011CHAP01,José Leonardo Chaparro Prieto,109,320,2011,2025,9.850624999999999,11.13553125,14
2014DETL01,Rasmus Stub Detlefsen,119,320,2014,2026,7.21328125,8.56271875,12
2016KRAF01,Noah Kraft,112,320,2016,2026,8.64640625,9.88459375,10
2017PALA08,Harsha Paladugu,135,320,2017,2026,9.631499999999999,11.2216875,9
2012MARI04,José David Castiblanco Marin,118,318,2012,2026,11.071006289308176,13.02937106918239,14
2014GRIG01,Stephen Griggs,137,318,2014,2026,10.000345911949687,11.56191823899371,12
2022MULL02,Imanuel Müller,107,318,2022,2026,7.414119496855346,8.67559748427673,4
2005FLEI01,Jeremy Fleischman,121,317,2005,2023,11.592271293375394,13.072113564668769,18
2011MOLL01,James Molloy,116,316,2011,2023,10.926202531645568,12.771993670886076,12
2019AMAR04,Charles Amarello,118,315,2019,2026,8.049460317460317,9.249269841269841,7
2016PFEI01,Jack Pfeifer,113,314,2016,2026,7.500987261146497,8.796401273885351,10
2006TSAI03,Yueh-Lin Tsai (蔡岳霖),120,313,2006,2026,9.592332268370606,11.09038338658147,20
2016IRIZ02,Ant Irizarry,143,313,2016,2026,10.510575079872204,12.19562300319489,10
2015BROW03,Elijah Brown,120,313,2015,2025,8.455335463258786,9.826837060702877,10
2016WHEA01,Oliver Wheat,113,313,2016,2026,10.611789137380192,12.349584664536742,10
2017CHAM09,Cham J. Chambers,103,313,2017,2026,7.914472843450479,9.325079872204473,9
2009OHRN01,Laura Ohrndorf,146,312,2009,2025,15.794294871794872,18.41147435897436,16
2012CARL03,Alexandre Carlier,100,312,2012,2026,6.847916666666667,8.151794871794872,14
2014SCHW02,Fabio Schwandt,98,311,2014,2026,8.07032154340836,9.496077170418006,12
2015SALO01,Álvaro Aguilar Salobreña,108,311,2015,2026,8.590836012861736,10.027556270096463,11
2007VALL01,Breandan Vallance,104,310,2007,2023,9.007870967741935,10.335451612903226,16
2011KNOT01,Wojciech Knott,107,310,2011,2025,9.30809677419355,10.676935483870967,14
2015ANTO04,Manuel Prieto de Antón,109,310,2015,2026,8.52958064516129,10.061322580645163,11
2010KILD02,Wilhelm Kilders,116,308,2010,2026,10.424545454545456,11.967824675324676,16
2009PLES01,Michał Pleskowicz,104,307,2009,2026,8.060228013029315,9.26016286644951,17
2008COUR01,François Courtès,181,307,2008,2016,20.913387622149838,24.365048859934852,8
2011HETC01,Patrick Hetco,103,306,2011,2026,8.525915032679737,9.94045751633987,15
2012RUPE01,Akash Rupela,106,306,2012,2026,9.304771241830066,10.654183006535947,14
2013BARK01,Justin Barker,107,306,2013,2026,7.848986928104575,9.019281045751635,13
2013COLI02,Victor Colin,103,306,2013,2026,8.349575163398692,9.586633986928105,13
2014FRIT02,Oliver Fritz,96,306,2014,2026,7.564575163398693,8.890653594771242,12
2018GONZ09,Lorenzo Gonzalez,104,306,2018,2026,8.839019607843136,10.228137254901961,8
2009GARC04,Pau Vela García,116,305,2009,2026,10.836754098360656,12.674918032786884,17
2013KRAS02,Michał Krasowski,111,305,2013,2026,8.297639344262295,9.748524590163935,13
2016SANC08,Joseph Daniel Blas Sanchez,112,303,2016,2026,11.546006600660066,13.244719471947196,10
2015DUYU01,Yusheng Du (杜宇生),100,302,2015,2026,6.844933774834438,7.733245033112583,11
2019SART01,Daniel Sartori,97,302,2019,2026,6.864139072847681,7.953907284768212,7
2012CROS01,Jonah Crosby,102,301,2012,2026,8.402358803986711,9.897840531561462,14
2008CLEM01,Kit Clement,154,300,2008,2026,13.4207,15.642266666666668,18
2009HAYS01,Kevin Hays,108,300,2009,2026,8.284433333333332,9.596966666666667,17
2007PERG01,Olivér Perge,120,300,2007,2018,12.279266666666667,14.106066666666665,11
2017KRAS05,Lorenzo Escobar Kraskouskaya,102,300,2017,2026,7.568366666666668,8.8897,9
2015RUSS03,Will Russo,132,299,2015,2026,9.784046822742475,11.32227424749164,11
2015LARS04,Kim Roger Haraldsen,96,299,2015,2026,6.57923076923077,7.950334448160535,11
2018ZHUA10,Ethan Zhuang,132,299,2018,2026,10.18608695652174,11.976120401337793,8
2012MAYE01,Theo Mayer,115,298,2012,2026,10.010469798657718,11.709530201342282,14
2015SHAH09,Krish Shah-Nathwani,104,298,2015,2026,7.611879194630873,8.92751677852349,11
2015KAME02,Marcus Kamen,123,297,2015,2026,9.29912457912458,10.862693602693602,11
2011VERV01,Bruno Vervoort,106,296,2011,2025,9.398344594594594,10.856824324324323,14
2021ELIA01,Niklas Aasen Eliasson,102,296,2021,2026,8.189797297297297,9.418783783783784,5
2012WENI01,Ivan Lew Yi Wen (刘义文),120,294,2012,2026,8.954489795918366,10.494523809523809,14
2012HUAN12,Ping-Yueh Huang (黃品越),97,293,2012,2026,7.791296928327645,9.285870307167237,14
2015TRAN07,Dan Tran,105,293,2015,2026,7.922730375426622,9.214470989761093,11
2017SANK04,Vishwa Sankar,108,293,2017,2026,8.54494880546075,9.886860068259386,9
2018STOK01,Ben Stokes,95,293,2018,2026,8.555904436860068,9.98976109215017,8
2010MATT02,Kevin Matthews,134,292,2010,2026,10.908253424657534,12.671027397260275,16
2014YUNO01,Lucas Ichiro Yunomae,117,292,2014,2026,9.25722602739726,10.854452054794521,12
2014MEND02,Alexis Rodrigo Cazu Mendoza,102,292,2014,2026,8.318869863013699,9.56404109589041,12
2017CHOD02,Adam Chodyniecki,104,292,2018,2025,7.912979452054795,9.262773972602739,7
2017WONG01,Brenton Angelo Lo Wong,110,291,2017,2026,6.4578694158075605,7.632268041237112,9
2017LOPE31,Catalina Herrera López,180,290,2017,2026,21.57910344827586,25.425482758620692,9
2019KARP03,Bartosz Karpiński,101,290,2019,2026,7.265862068965517,8.607551724137931,7
2014GARB01,Zachary Garber,159,289,2014,2026,13.547612456747405,15.76266435986159,12
2011KUMA01,Akula Pavan Kumar,124,288,2011,2026,13.560833333333333,15.470416666666665,15
2013SANT13,Sergio Torrijos Santano,112,288,2013,2026,11.195902777777778,12.886631944444444,13
2014SZWU01,Mateusz Szwugier,135,288,2014,2026,10.3240625,12.220277777777778,12
2016FEIS01,Sujan Feist,114,288,2016,2026,8.919618055555555,10.40986111111111,10
2009KONV01,Asia Konvittayayotin (เอเชีย กรวิทยโยธิน),97,287,2009,2026,7.594773519163763,8.75390243902439,17
2017OSTD02,Jason Ostdiek,115,286,2017,2026,8.667517482517482,10.09909090909091,9
2014ARGA01,Hector David Martinez Argaez,102,285,2015,2026,9.410456140350878,10.965964912280702,11
2014GUER06,David Stiven Benitez Guerra,134,284,2014,2026,13.617359154929577,15.782042253521128,12
2016SINN01,Eleanor Sinnott,105,284,2016,2026,11.0756338028169,13.104330985915494,10
2016EVAN06,Daniel Evans,98,284,2016,2026,9.1075,10.568239436619718,10
2021KULA02,Maksymilian Kulas,112,284,2021,2026,8.252992957746478,9.746830985915492,5
2018GRAH05,Kate Grahame,108,283,2018,2026,8.41374558303887,9.870918727915194,8
2010RAHM02,Cendy Cahyo Rahmat,149,282,2010,2026,11.55191489361702,13.62095744680851,16
2016SMUL01,Mika Smulders,93,282,2016,2026,7.1806737588652485,8.315390070921985,10
2011HOLL04,Edward Hollingdale,141,281,2011,2026,13.500818505338078,15.593665480427045,15
2008TAKA01,Yuhei Takagi (高木佑平),132,280,2008,2026,10.34367857142857,11.872892857142856,18
2016CHAR01,Jonathan Charlesworth,101,280,2016,2026,8.46807142857143,9.888964285714286,10
2018MACK04,Shaun Mack,99,280,2018,2026,6.716785714285715,7.879142857142857,8
2018WIDJ01,Carson Widjaja,97,280,2018,2026,6.645535714285714,7.672071428571428,8
2016HART02,Sean Hartman,99,279,2016,2026,8.368566308243727,9.824731182795698,10
2014RZEW01,Michał Rzewuski,90,278,2014,2025,7.698273381294964,9.02089928057554,11
2015WITM01,Mattheo de Wit,96,278,2016,2026,8.073884892086332,9.380359712230215,10
2010OMUL02,Matic Omulec,100,276,2010,2026,9.989999999999998,11.54391304347826,16
2003VAND01,Lars Vandenbergh,111,275,2003,2026,14.513054545454546,15.956327272727272,23
2015COHE02,Alex Cohen,143,275,2015,2026,11.663854545454546,13.700436363636364,11
2015GRIE02,Luke Griesser,92,275,2015,2026,6.197781818181818,7.3596,11
2016HUNG08,Lim Hung (林弘),102,274,2016,2026,8.039598540145985,9.46970802919708,10
2012KALE01,Przemysław Kaleta,89,272,2012,2025,8.417610294117647,9.636360294117647,13
2015UGAR01,Rodrigo Ugarte,94,272,2015,2025,11.407720588235295,13.135698529411764,10
2004CHAN04,Shelley Chang,160,271,2004,2025,16.3770110701107,17.49380073800738,21
2006LINC01,Chia-Leo Lin (林珈樂),144,271,2006,2026,11.913726937269372,14.037859778597786,20
2008BAOY01,Ting Sheng Bao Yang,104,271,2008,2025,11.88741697416974,13.616678966789667,17
2008OLLE01,Alexander Olleta del Molino,106,271,2008,2023,12.957822878228782,15.372472324723246,15
2010MALL01,Justin Mallari,92,271,2010,2025,8.924981549815499,10.108487084870848,15
2016PUTT01,Arttu Puttonen,103,271,2016,2026,10.273173431734318,11.958560885608856,10
2012CAPA01,Mihai Căpăţinescu,113,270,2012,2025,12.372925925925927,14.249925925925925,13
2018CAST11,Raúl Cuevas Castillo,98,270,2018,2026,9.341925925925926,10.722518518518518,8
2008ANDE02,Oscar Roth Andersen,109,269,2008,2026,11.428996282527882,13.113420074349444,18
2011NARA02,Bhargav Narasimhan,97,269,2011,2026,9.185353159851301,10.665167286245353,15
2015MYER02,Isaac Myers,109,269,2015,2026,9.51810408921933,11.36914498141264,11
2010WHIT05,Zachary White,97,268,2010,2026,9.488507462686567,11.12839552238806,16
2006BUUS01,Henrik Buus Aagaard,121,267,2006,2025,12.634194756554306,14.438876404494382,19
2010CANT02,Antoine Cantin,88,267,2010,2024,7.93187265917603,9.353595505617976,14
2014HOLU01,Lev Golub (Лев Голуб),91,267,2014,2026,8.142134831460673,9.262771535580525,12
2018PERK01,Elliott Perkins,99,267,2018,2026,8.382359550561798,9.894232209737828,8
2014LONG06,Bertie Longden,100,266,2014,2026,11.053308270676691,12.797293233082707,12
2015ROBI04,Tyler Robinson,91,266,2015,2026,8.221804511278195,9.548533834586465,11
2016VOSO01,Olivier Vos,93,266,2016,2026,8.315300751879699,9.682631578947369,10
2016OSTL02,Stian Nystad Østli,92,266,2016,2026,8.400187969924811,9.863872180451128,10
2009SHEP01,Daniel Sheppard,95,265,2009,2020,10.960490566037736,12.73622641509434,11
2016STEP05,Dale Palmares,111,265,2016,2026,8.171962264150944,9.729018867924529,10
2015VIRA02,Azhar Virani,84,264,2015,2026,7.918030303030304,9.025833333333335,11
2016IVRO01,Robert Mapp IV,115,264,2016,2026,10.302234848484849,12.108371212121213,10
2016IHLE01,Malte Ihlefeld,97,264,2016,2026,9.537878787878787,11.021704545454545,10
2017MILL04,Zachary Miller,112,264,2017,2026,10.106287878787878,11.825492424242423,9
2012CAPP01,Gabriele Cappelletti,92,263,2012,2026,10.556197718631179,12.446844106463878,14
2013NAHM01,Seung Hyuk Nahm (남승혁),89,263,2013,2026,6.015817490494297,7.022319391634981,13
2014GERB01,Henri Gerber,87,263,2014,2026,7.5258555133079845,8.862053231939163,12
2015MEDE01,Felipe Medel,92,263,2015,2026,8.230152091254753,9.559695817490494,11
2012ZHAN08,Anyu Zhang (张安宇),111,262,2012,2026,9.258664122137404,10.686946564885496,14
2012DIAZ03,Kevin Vanegas Diaz,100,262,2012,2026,11.005076335877863,12.634732824427482,14
2016PHUN02,Lauren Phung,113,262,2016,2026,9.560877862595419,10.950839694656489,10
2017YANG59,Tee Kai Yang,84,262,2017,2026,6.537786259541985,7.596832061068702,9
2015QUAN03,Ng Jia Quan (黄佳铨),94,261,2015,2026,7.684252873563218,9.074176245210728,11
2021CHEL01,Ianis Costin Chele,88,261,2021,2026,6.606819923371648,7.78272030651341,5
2022IVAR01,Ludwig Ivarsson,130,261,2022,2026,7.8614942528735625,9.3827969348659,4
2010WANG07,Yinghao Wang (王鹰豪),91,260,2010,2024,9.317153846153847,10.851423076923076,14
2018AMSB02,Stone Amsbaugh,108,260,2018,2026,10.354423076923077,12.192884615384616,8
2015MACD03,James Macdiarmid,93,259,2015,2026,9.4184555984556,10.911428571428571,11
2017RIVA09,Quentin Rivault,84,259,2017,2026,7.312046332046331,8.511235521235522,9
2021SPIE01,Achim Spies,116,259,2021,2026,11.975405405405406,13.876216216216216,5
2021SOTO01,Juan Miguel Saboya Soto,86,259,2021,2026,7.3566023166023164,8.628687258687258,5
2016LOPE37,Rubén López de Juan,108,258,2016,2026,11.305658914728683,13.063682170542634,10
2014IRIA01,Julen Simón Iriarte,89,257,2014,2026,8.732334630350195,10.177198443579766,12
2015WANG83,Zhedong Wang (王哲栋),112,257,2015,2026,10.204513618677042,11.853346303501946,11
2021RAME01,Saisabari Ramesh,116,257,2021,2026,9.610933852140079,11.255603112840467,5
2012GONZ10,Eder Olivencia González,86,256,2012,2026,8.1902734375,9.394140625,14
2017CHOI07,Kyeongmin Choi (최경민),94,256,2017,2026,7.2521875,8.3446875,9
2021HUGO01,Peter Hugosson-Miller,225,256,2021,2026,30.8162890625,36.3982421875,5
2010STOL01,Cameron Stollery,96,255,2010,2026,9.971411764705882,11.704901960784314,16
2016HOUG01,Levin Houghton,107,255,2016,2026,9.82486274509804,11.598980392156863,10
2016SZAN01,Szabolcs Szántai,98,255,2016,2026,8.958941176470589,10.336078431372549,10
2011STAC01,Marcin Stachura,98,254,2011,2026,10.369212598425198,11.853425196850393,15
2010SCHI01,Reinier Schippers,91,254,2010,2024,8.973661417322834,10.539566929133859,14
2011DWYE02,Nathan Dwyer,95,254,2011,2023,10.047047244094488,11.605826771653543,12
2015RUSN01,Ethan Rusnak,88,254,2015,2026,7.544251968503937,8.66015748031496,11
2015CHER07,Tommy Cherry,94,254,2015,2025,7.567401574803149,8.71740157480315,10
